Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
8-December-2014,600.00,600.80,586.10,588.75,593.666809238665526090,2338,333,1387993.00,1175,50.26,14.70,-11.25
5-December-2014,598.90,601.95,592.00,593.30,597.070759137769447047,2134,286,1274149.00,979,45.88,9.95,-5.60
4-December-2014,602.00,602.00,593.90,595.30,597.787190082644628099,3872,433,2314632.00,1876,48.45,8.10,-6.70
3-December-2014,595.00,602.30,592.00,594.70,597.338975599032754451,4549,627,2717295.00,1841,40.47,10.30,-0.30
2-December-2014,591.00,596.40,586.00,594.20,591.660247210777278829,21601,726,12780453.00,1069,4.95,10.40,3.20
1-December-2014,599.00,600.50,592.00,596.05,592.052388452114354352,313027,574,185328383.00,311536,99.52,8.50,-2.95
28-November-2014,587.80,604.00,587.80,598.20,599.221777590564448188,4748,671,2845105.00,2296,48.36,16.20,10.40
27-November-2014,600.00,600.80,590.00,593.75,595.007766533301953400,4249,508,2528188.00,2027,47.71,10.80,-6.25
26-November-2014,623.95,623.95,596.20,599.25,601.686887254901960784,1632,300,981953.00,841,51.53,27.75,-24.70
25-November-2014,600.10,605.00,591.50,604.20,600.329070019510080208,9226,1035,5538636.00,4885,52.95,13.50,4.10
24-November-2014,609.00,609.85,598.00,600.40,601.867351704810836057,2141,271,1288598.00,1430,66.79,11.85,-8.60
21-November-2014,605.05,614.50,601.80,602.75,607.436933333333333333,7500,731,4555777.00,3513,46.84,12.70,-2.30
20-November-2014,611.15,611.15,599.10,601.20,603.109771736342651962,3899,468,2351525.00,2807,71.99,12.05,-9.95
19-November-2014,606.85,620.00,603.00,608.10,611.790309661366463861,58677,2223,35898020.00,46004,78.40,17.00,1.25
18-November-2014,601.00,601.95,597.00,597.80,599.717913043478260869,14375,912,8620945.00,7335,51.03,4.95,-3.20
17-November-2014,598.00,600.00,594.40,598.05,598.089922480620155038,2580,373,1543072.00,1609,62.36,5.60,0.05
14-November-2014,597.80,601.20,593.50,595.95,596.652452025586353944,1876,375,1119320.00,1211,64.55,7.70,-1.85
13-November-2014,601.00,601.20,590.00,593.45,594.279301745635910224,3208,304,1906448.00,2328,72.57,11.20,-7.55
12-November-2014,595.00,601.00,595.00,596.25,598.117115689381933438,6310,294,3774119.00,4161,65.94,6.00,1.25
11-November-2014,593.90,600.00,591.50,593.90,596.039268585131894484,3336,366,1988387.00,2021,60.58,8.50,0.00
10-November-2014,587.55,595.00,585.65,590.35,591.283427323994906312,5497,671,3250285.00,3803,69.18,9.35,2.80
7-November-2014,595.10,596.00,588.20,590.65,592.256580230064340027,5129,546,3037684.00,3534,68.90,7.80,-4.45
5-November-2014,602.60,606.05,587.40,590.80,593.384517226712037430,11755,866,6975235.00,7454,63.41,18.65,-11.80
3-November-2014,600.55,614.50,597.00,600.50,606.176352504265783398,9963,754,6039335.00,5103,51.22,17.50,-0.05
31-October-2014,612.80,614.35,595.00,603.10,607.021636240703177822,5916,650,3591140.00,2158,36.48,19.35,-9.70
30-October-2014,610.30,614.20,607.00,609.45,611.224219084296106118,2337,345,1428431.00,880,37.66,7.20,-0.85
29-October-2014,596.85,609.80,593.00,606.50,604.481041227806199217,6646,694,4017381.00,1555,23.40,16.80,9.65
28-October-2014,629.00,629.00,591.05,593.25,601.825973148695431900,35529,3141,21382275.00,14799,41.65,37.95,-35.75
27-October-2014,640.00,644.00,525.55,610.40,627.218277757825234135,72394,6406,45406840.00,15609,21.56,118.45,-29.60
23-October-2014,627.70,635.70,626.35,633.40,632.406779661016949152,944,169,596992.00,578,61.23,9.35,5.70
22-October-2014,625.00,625.65,618.00,619.20,619.997446578589605047,114748,764,71143467.00,110541,96.33,7.65,-5.80
21-October-2014,626.10,630.15,615.75,618.65,624.277722608407811982,6042,881,3771886.00,1553,25.70,14.40,-7.45
20-October-2014,636.00,636.00,615.25,618.30,623.103991949010399194,2981,386,1857473.00,564,18.92,20.75,-17.70
17-October-2014,620.00,625.10,615.00,619.00,620.673571474379529275,31186,439,19356326.00,30203,96.85,10.10,-1.00
16-October-2014,640.00,640.00,615.00,622.00,624.374947733110327937,16741,1734,10452661.00,6773,40.46,25.00,-18.00
14-October-2014,653.75,655.00,641.20,644.55,651.167068273092369477,2490,324,1621406.00,1280,51.41,13.80,-9.20
13-October-2014,664.80,670.05,651.50,656.75,662.955424274973147153,3724,619,2468846.00,1666,44.74,18.55,-8.05
10-October-2014,658.20,668.75,653.40,665.35,662.085532302092811646,2198,308,1455264.00,1115,50.73,15.35,7.15
9-October-2014,659.25,670.00,658.60,663.85,668.305503355704697986,7450,492,4978876.00,5707,76.60,11.40,4.60
8-October-2014,675.00,687.65,651.35,659.20,668.302012183865608270,10834,1207,7240384.00,4059,37.47,36.30,-15.80
7-October-2014,649.90,669.75,646.90,658.70,661.089686644356556130,16435,1540,10865009.00,6999,42.59,22.85,8.80
1-October-2014,625.00,648.00,625.00,644.65,640.112556929082628497,1537,338,983853.00,746,48.54,23.00,19.65
30-September-2014,628.05,636.00,628.05,633.45,633.050743657042869641,1143,296,723577.00,625,54.68,7.95,5.40
29-September-2014,613.75,690.05,611.20,637.10,632.232859886963909718,108284,1009,68460703.00,53927,49.80,78.85,23.35
26-September-2014,620.05,628.00,607.00,609.80,610.060274568543013535,363188,440,221566571.00,358285,98.65,21.00,-10.25
25-September-2014,614.75,630.00,604.00,620.05,624.986602735862360738,14182,433,8863560.00,11919,84.04,26.00,5.30
24-September-2014,620.10,626.80,615.00,619.90,620.407500840901446350,5946,449,3688943.00,4628,77.83,11.80,-0.20
23-September-2014,634.25,641.10,623.70,626.35,635.636031649421789409,6572,408,4177400.00,5168,78.64,17.40,-7.90
22-September-2014,627.25,645.60,620.70,636.75,639.837736046450802950,19117,515,12231778.00,16714,87.43,24.90,9.50
19-September-2014,648.00,648.00,620.05,631.25,631.971652267818574514,7408,315,4681646.00,6577,88.78,27.95,-16.75
18-September-2014,642.00,646.80,639.00,640.80,642.574106619800820152,5121,722,3290622.00,3136,61.24,7.80,-1.20
17-September-2014,659.50,659.50,642.20,645.10,645.523881728582259287,1319,176,851446.00,975,73.92,17.30,-14.40
16-September-2014,650.00,672.00,645.00,645.95,653.704000000000000000,2500,601,1634260.00,1199,47.96,27.00,-4.05
15-September-2014,654.55,657.45,645.00,648.15,649.808996539792387543,2890,390,1877948.00,1334,46.16,12.45,-6.40
12-September-2014,648.60,660.00,646.00,654.40,652.571193866374589266,1826,320,1191595.00,1025,56.13,14.00,5.80
11-September-2014,672.00,672.00,647.95,655.80,661.067365801635264841,5626,615,3719165.00,4490,79.81,24.05,-16.20
10-September-2014,676.30,681.95,666.40,668.45,672.278249510124101894,1531,317,1029258.00,275,17.96,15.55,-7.85
9-September-2014,677.85,680.90,661.15,676.70,678.343638138626749105,3073,329,2084550.00,2108,68.60,19.75,-1.15
8-September-2014,670.00,677.15,630.05,668.15,669.687439356474381044,31949,590,21395844.00,30395,95.14,47.10,-1.85
5-September-2014,678.80,679.00,670.05,675.20,676.655762763680831549,3271,499,2213341.00,1664,50.87,8.95,-3.60
4-September-2014,674.90,674.90,665.55,668.90,671.230165289256198347,2420,370,1624377.00,1475,60.95,9.35,-6.00
3-September-2014,681.00,687.00,660.00,668.95,677.165862220272049144,2279,304,1543261.00,820,35.98,27.00,-12.05
2-September-2014,672.20,680.00,667.35,676.60,677.773618538324420677,3927,515,2661617.00,2142,54.55,12.65,4.40
1-September-2014,656.00,679.00,600.15,670.80,674.177283543840380743,21852,1655,14732122.00,10257,46.94,78.85,14.80
28-August-2014,642.00,657.00,642.00,655.35,652.953428504563538497,4273,732,2790070.00,2934,68.66,15.00,13.35
27-August-2014,630.55,655.00,625.20,640.30,633.495417939461260760,3601,662,2281217.00,2209,61.34,29.80,9.75
26-August-2014,628.40,635.70,625.00,628.55,630.173764906303236797,587,153,369912.00,180,30.66,10.70,0.15
25-August-2014,648.00,654.95,631.20,636.55,644.309644670050761421,2364,306,1523148.00,1564,66.16,23.75,-11.45
22-August-2014,640.00,643.75,634.50,640.85,641.199892386333064299,3717,496,2383340.00,2796,75.22,9.25,0.85
21-August-2014,639.50,640.90,635.00,638.90,639.338123415046491969,2366,405,1512674.00,1734,73.29,5.90,-0.60
20-August-2014,625.00,641.50,625.00,632.20,635.819738850262845514,5897,725,3749429.00,2972,50.40,16.50,7.20
19-August-2014,612.00,635.00,609.60,634.15,627.542920231852056306,10869,935,6820764.00,5650,51.98,25.40,22.15
18-August-2014,618.70,618.70,607.25,610.65,611.008839779005524861,905,204,552963.00,477,52.71,11.45,-8.05
14-August-2014,591.65,603.85,587.00,602.15,596.029286926994906621,2356,163,1404245.00,1779,75.51,16.85,10.50
13-August-2014,590.00,605.00,590.00,598.60,598.067919799498746867,3990,499,2386291.00,2096,52.53,15.00,8.60
12-August-2014,606.00,607.80,591.60,600.85,600.173558897243107769,1596,312,957877.00,385,24.12,16.20,-5.15
11-August-2014,600.00,608.00,600.00,603.70,604.869602394185549380,4678,307,2829580.00,3721,79.54,8.00,3.70
8-August-2014,601.00,607.40,600.00,601.45,602.504235044997353096,3778,392,2276261.00,2545,67.36,7.40,0.45
7-August-2014,627.45,628.45,606.00,614.30,617.816767502160760587,6942,1014,4288884.00,4520,65.11,22.45,-13.15
6-August-2014,635.75,635.75,610.00,621.45,623.738178294573643410,5160,678,3218489.00,3240,62.79,25.75,-14.30
5-August-2014,634.30,638.00,633.10,636.10,636.237780985770261909,4849,219,3085117.00,2547,52.53,4.90,1.80
4-August-2014,634.65,639.90,630.50,632.85,634.794083526682134570,5172,361,3283155.00,2355,45.53,9.40,-1.80
1-August-2014,618.45,631.90,618.45,625.50,626.491435259070113841,9399,666,5888393.00,4647,49.44,13.45,7.05
31-July-2014,620.00,627.90,619.00,626.40,624.714318053197509903,8835,139,5519351.00,8757,99.12,8.90,6.40
30-July-2014,620.00,628.75,615.85,622.60,624.289165446559297218,4098,262,2558337.00,2922,71.30,12.90,2.60
28-July-2014,624.90,626.75,618.00,620.05,621.793292016040831206,5486,404,3411158.00,4367,79.60,8.75,-4.85
25-July-2014,612.00,622.50,610.00,620.00,616.635330379502985937,10382,845,6401908.00,6247,60.17,12.50,8.00
24-July-2014,600.00,610.90,597.30,609.80,607.628908763350920087,31084,1067,18887537.00,17000,54.69,13.60,9.80
23-July-2014,587.00,599.00,581.05,596.10,594.620993307502641775,11356,1135,6752516.00,6450,56.80,17.95,9.10
22-July-2014,578.50,586.00,572.20,583.95,583.253770942858546651,20353,459,11870964.00,19049,93.59,13.80,5.45
21-July-2014,558.00,573.90,552.60,572.60,567.506183680936699597,13665,1694,7754972.00,11203,81.98,21.30,14.60
18-July-2014,554.20,562.60,544.30,554.25,557.177025289327046720,4666,530,2599788.00,2204,47.24,18.30,0.05
17-July-2014,532.50,566.65,528.50,551.05,551.938387356013929815,18665,1007,10301930.00,5635,30.19,38.15,18.55
16-July-2014,535.00,535.45,529.00,529.60,530.111422845691382765,2495,254,1322628.00,2168,86.89,6.45,-5.40
15-July-2014,530.45,537.00,525.00,527.70,528.636099825885084155,1723,143,910840.00,1045,60.65,12.00,-2.75
14-July-2014,534.00,534.05,525.00,527.15,528.214285714285714285,238,42,125715.00,178,74.79,9.05,-6.85
11-July-2014,558.90,560.00,524.55,534.20,546.162568306010928961,1464,186,799582.00,1100,75.14,35.45,-24.70
10-July-2014,530.90,563.85,525.00,545.05,538.946160267111853088,9584,582,5165260.00,6689,69.79,38.85,14.15
9-July-2014,535.00,538.00,526.30,528.00,531.172669308978114768,5803,352,3082395.00,5259,90.63,11.70,-7.00
8-July-2014,547.10,561.25,525.00,530.35,549.580735107731305449,7890,587,4336192.00,4687,59.40,36.25,-16.75
7-July-2014,559.00,560.00,550.05,551.90,554.358484238765928906,2982,413,1653097.00,1685,56.51,9.95,-7.10
4-July-2014,548.95,559.00,542.95,558.65,553.673731435643564356,6464,552,3578947.00,2907,44.97,16.05,9.70
3-July-2014,545.00,549.90,542.60,543.45,545.383561643835616438,949,150,517569.00,566,59.64,7.30,-1.55
2-July-2014,536.90,556.00,536.75,554.65,550.405672009864364981,10543,780,5802927.00,6546,62.09,19.25,17.75
1-July-2014,529.00,539.80,529.00,534.85,536.386709367493995196,2498,264,1339894.00,1069,42.79,10.80,5.85
30-June-2014,521.00,534.00,501.10,530.50,518.068959722144417679,17851,1294,9248049.00,4463,25.00,32.90,9.50
27-June-2014,528.00,532.45,518.35,520.50,524.143849611769513690,2447,411,1282580.00,972,39.72,14.10,-7.50
26-June-2014,538.00,542.00,520.00,520.20,530.494828000962232379,8314,946,4410534.00,1907,22.94,22.00,-17.80
25-June-2014,530.00,538.00,511.00,535.35,526.692839051346995164,13029,1057,6862281.00,3394,26.05,27.00,5.35
24-June-2014,510.00,530.00,510.00,520.15,518.713992094861660079,6325,913,3280866.00,1085,17.15,20.00,10.15
23-June-2014,509.00,512.60,505.00,509.95,508.306153846153846153,1300,241,660798.00,458,35.23,7.60,0.95
20-June-2014,508.35,514.40,503.00,504.85,507.034046309285500370,63443,489,32167761.00,61661,97.19,11.40,-3.50
19-June-2014,512.90,520.10,502.00,502.55,507.648058902275769745,7470,1016,3792131.00,4072,54.51,18.10,-10.35
18-June-2014,541.90,541.90,510.00,512.60,515.577433890667615320,16866,741,8695729.00,11194,66.37,31.90,-29.30
17-June-2014,532.00,540.00,532.00,534.50,534.985863801927244225,108445,445,58016542.00,103706,95.63,8.00,2.50
16-June-2014,540.00,551.00,530.00,537.70,536.476918582002337358,10268,771,5508545.00,2233,21.75,21.00,-2.30
13-June-2014,567.00,567.55,550.00,555.10,556.875209913718223406,17269,1177,9616678.00,9505,55.04,17.55,-11.90
12-June-2014,567.70,573.40,562.00,562.05,565.146454360303647472,5401,168,3052356.00,4454,82.47,11.40,-5.65
11-June-2014,575.50,584.85,566.00,567.45,572.997470275739944346,3953,315,2265059.00,1262,31.93,18.85,-8.05
10-June-2014,582.10,589.00,568.00,574.25,575.470297474611305832,11127,1194,6403258.00,4130,37.12,21.00,-7.85
9-June-2014,591.00,593.00,582.00,582.45,586.636667558170633859,7478,1238,4386869.00,823,11.01,11.00,-8.55
6-June-2014,598.55,599.75,561.10,585.35,589.962593898512954162,6523,709,3848326.00,2733,41.90,38.65,-13.20
5-June-2014,597.90,602.00,590.00,593.40,597.038178536720810773,7203,636,4300466.00,4111,57.07,12.00,-4.50
4-June-2014,586.20,600.00,584.00,596.75,599.197900498325300220,269302,1208,161365193.00,254242,94.41,16.00,10.55
3-June-2014,580.25,586.65,572.50,583.40,582.744197253232672074,12451,1172,7255748.00,6274,50.39,14.15,3.15
2-June-2014,540.00,577.00,537.95,572.05,568.746758428086973867,10026,1006,5702255.00,4448,44.36,39.05,32.05
30-May-2014,544.90,551.30,530.00,541.30,546.174238557086949123,5877,991,3209866.00,1664,28.31,21.30,-3.60
29-May-2014,530.00,560.00,524.75,541.85,545.424832288573628065,9093,881,4959548.00,3591,39.49,35.25,11.85
28-May-2014,545.00,563.90,520.00,526.50,540.236283603207042917,6361,833,3436443.00,1793,28.19,43.90,-18.50
27-May-2014,535.00,577.00,508.20,546.60,521.118522990240466847,59634,1635,31076382.00,45977,77.10,68.80,11.60
26-May-2014,576.00,579.85,545.00,547.15,556.952493329014545061,64833,1416,36108901.00,54091,83.43,34.85,-28.85
23-May-2014,582.00,590.00,569.00,575.15,574.605518809425382389,9676,517,5559883.00,6091,62.95,21.00,-6.85
22-May-2014,574.00,591.00,574.00,580.00,583.612621685129237999,5958,709,3477164.00,2130,35.75,17.00,6.00
21-May-2014,560.00,572.90,556.05,571.00,564.486330222185512513,12107,1007,6834236.00,3920,32.38,16.85,11.00
20-May-2014,539.20,554.90,538.00,550.25,545.951546093825257682,10381,973,5667523.00,4571,44.03,16.90,11.05
19-May-2014,521.00,534.80,519.70,532.65,524.126468085106382978,23500,1329,12316972.00,7053,30.01,15.10,11.65
16-May-2014,450.05,518.90,450.05,518.00,501.005077371568480663,227086,2131,113771239.00,215815,95.04,68.85,67.95
15-May-2014,492.00,503.50,490.25,493.55,497.427958774296188697,14457,1127,7191316.00,3878,26.82,13.25,1.55
14-May-2014,491.10,493.95,488.00,490.20,490.862984878369493754,7605,550,3733013.00,1632,21.46,5.95,-0.90
13-May-2014,495.60,497.25,489.50,490.10,490.879706034038164002,15512,835,7614526.00,10374,66.88,7.75,-5.50
12-May-2014,491.00,496.50,485.00,493.55,489.369800045966444495,8702,639,4258496.00,4735,54.41,11.50,2.55
9-May-2014,486.50,494.80,483.00,490.30,488.826597043265970432,14746,876,7208237.00,3015,20.45,11.80,3.80
8-May-2014,492.90,509.30,481.50,486.60,492.911508415155170275,88709,6470,43725687.00,23181,26.13,27.80,-6.30
7-May-2014,474.40,520.80,465.00,483.20,492.212659014534352905,312157,24026,153647627.00,24569,7.87,55.80,8.80
6-May-2014,464.15,472.00,460.00,465.35,465.145934996777460638,10861,991,5051950.00,2447,22.53,12.00,1.20
5-May-2014,459.00,476.70,455.70,460.85,466.013471207665306896,42164,2583,19648992.00,9635,22.85,21.00,1.85
2-May-2014,455.00,465.00,448.90,456.25,454.572472655120496943,200586,1052,91180874.00,190240,94.84,16.10,1.25
30-April-2014,440.70,450.00,440.00,446.90,444.804363905325443786,8112,656,3608253.00,4230,52.14,10.00,6.20
29-April-2014,435.00,442.85,435.00,440.60,440.648520540074691180,6962,258,3067795.00,6178,88.74,7.85,5.60
28-April-2014,434.00,439.90,432.05,437.40,437.477619010026051946,12667,838,5541529.00,6816,53.81,7.85,3.40
25-April-2014,416.25,432.85,416.25,432.10,426.433567683508102955,16784,825,7157261.00,6303,37.55,16.60,15.85
23-April-2014,420.00,423.50,417.00,422.75,421.819331453886427708,12415,594,5236887.00,8202,66.07,6.50,2.75
22-April-2014,422.00,427.00,411.35,418.75,419.643462469733656174,11564,1020,4852757.00,6503,56.23,15.65,-3.25
21-April-2014,405.10,419.75,402.00,416.05,412.807172660441088813,10066,350,4155317.00,7641,75.91,17.75,10.95
17-April-2014,410.00,411.00,398.30,403.70,401.902188392007611798,31530,978,12671976.00,17102,54.24,12.70,-6.30
16-April-2014,384.60,395.90,383.30,394.00,391.646610940991475626,12083,470,4732266.00,6974,57.72,12.60,9.40
15-April-2014,376.00,386.75,371.00,384.50,380.282948622486969471,10744,675,4085760.00,6101,56.79,15.75,8.50
11-April-2014,378.90,379.80,376.00,378.80,377.430078196035642844,5499,589,2075488.00,2957,53.77,3.80,-0.10
10-April-2014,360.00,378.20,360.00,375.40,376.030380556443875919,6254,369,2351694.00,4706,75.25,18.20,15.40
9-April-2014,370.00,370.00,365.40,366.85,368.844778254649499284,1398,60,515645.00,1008,36.05,4.60,-3.15
7-April-2014,364.95,366.45,362.40,365.70,364.761751448808757244,1553,289,566475.00,989,31.84,4.05,0.75
4-April-2014,362.20,364.65,360.00,362.40,362.275489186405767250,3884,452,1407078.00,1669,42.97,4.65,0.20
3-April-2014,360.00,360.70,355.00,360.65,359.228240450845335003,3194,187,1147375.00,2354,73.70,5.70,0.65
2-April-2014,358.60,359.90,347.00,357.70,356.252513966480446927,8950,440,3188460.00,5492,61.36,12.90,-0.90
1-April-2014,348.00,352.85,345.05,351.60,350.075885632080561050,5561,397,1946772.00,2020,36.32,7.80,3.60
31-March-2014,351.10,354.95,348.00,348.55,352.097895088539926495,2993,99,1053829.00,2737,91.45,6.95,-2.55
28-March-2014,352.10,352.10,345.00,351.15,350.041663152568103230,11857,371,4150444.00,9364,78.97,7.10,-0.95
27-March-2014,345.90,348.75,345.05,346.25,346.834660268295343003,9169,497,3180127.00,5549,60.52,3.70,0.35
26-March-2014,342.00,344.85,337.00,341.90,341.692053322310633460,9677,253,3306554.00,4765,49.24,7.85,-0.10
25-March-2014,344.80,344.80,339.00,339.65,339.700368459837877671,13570,277,4609734.00,10713,78.95,5.80,-5.15
24-March-2014,345.70,347.90,335.00,339.60,344.383440364112475840,16039,628,5523566.00,7610,47.45,12.90,-6.10
22-March-2014,341.95,342.95,341.20,342.05,341.978365384615384615,1664,75,569052.00,1220,73.32,1.75,0.10
21-March-2014,342.25,347.50,332.00,339.30,340.354988675646680176,25167,780,8565714.00,14357,57.05,15.50,-2.95
20-March-2014,339.00,339.90,332.50,339.80,337.204493827160493827,20250,613,6828391.00,6217,30.70,7.40,0.80
19-March-2014,320.80,330.90,320.00,328.45,326.778056876289584641,11147,467,3642595.00,7187,64.47,10.90,7.65
18-March-2014,325.00,325.00,319.80,320.45,321.949166666666666666,4800,175,1545356.00,2695,56.15,5.20,-4.55
